Datum-Tijd;Agent;Count;Waarde
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
01/10/16 06:36:36;1;1;"Microsoft Windows NT 6.3.9600.0
";"Administrator
"
01/10/16 06:37:26;1;1;"Microsoft Windows NT 6.3.9600.0
";"Administrator
"
01/10/16 07:04:37;1;1;"Microsoft Windows NT 6.3.9600.0
"
01/10/16 07:04:43;1;1;"Microsoft Windows NT 6.3.9600.0
"
